date,n_gear,site,lon,lat,family,genus,species,cpue
2012-07-25,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,2.4444
2012-07-25,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius rouxi,0.2222
2012-07-25,9,Leucate,3.0652,42.897,Blenniidae,NA,NA,0.2222
2012-07-25,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,18.8889
2012-07-25,9,Leucate,3.0652,42.897,Serranidae,Serranus,NA,0.1111
2012-07-25,9,Leucate,3.0652,42.897,Sparidae,Pagellus,Pagellus erythrinus,0.4444
2012-07-25,9,Leucate,3.0652,42.897,Syngnathidae,Hippocampus,Hippocampus hippocampus,0.1111
2012-07-25,6,Marseille,5.2911,43.276,Mullidae,Mullus,Mullus surmuletus,0.1667
2012-07-26,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,NA,0.1111
2012-07-26,5,Bonifacio,9.1969,41.3631,Atherinidae,Atherina,Atherina hepsetus,1
2012-07-26,5,Bonifacio,9.1969,41.3631,Blenniidae,Parablennius,Parablennius pilicornis,7
2012-07-26,5,Bonifacio,9.1969,41.3631,Congridae,Conger,Conger conger,0.8
2012-07-26,5,Bonifacio,9.1969,41.3631,Mullidae,Mullus,Mullus surmuletus,0.4
2012-07-26,5,Bonifacio,9.1969,41.3631,Pomacentridae,Chromis,Chromis chromis,2.6
2012-07-26,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,1.1111
2012-07-26,9,Leucate,3.0652,42.897,Blenniidae,NA,NA,0.4444
2012-07-26,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.8889
2012-07-26,9,Leucate,3.0652,42.897,Sparidae,Pagellus,Pagellus erythrinus,0.8889
2012-07-26,9,Leucate,3.0652,42.897,Sparidae,NA,NA,0.2222
2012-07-26,9,Leucate,3.0652,42.897,Syngnathidae,Syngnathus,NA,0.3333
2012-07-26,6,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,0.1667
2012-07-26,5,Saint Florent,9.3122,42.7153,Blenniidae,Parablennius,NA,3
2012-07-26,5,Saint Florent,9.3122,42.7153,Mullidae,Mullus,Mullus surmuletus,0.4
2012-07-26,5,Saint Florent,9.3122,42.7153,Ophichthidae,Apterichtus,Apterichtus caecus,0.2
2012-07-26,5,Saint Florent,9.3122,42.7153,Pomacentridae,Chromis,Chromis chromis,7.6
2012-07-26,5,Saint Florent,9.3122,42.7153,Serranidae,Serranus,Serranus cabrilla,0.2
2012-07-27,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,NA,0.1111
2012-07-27,9,Bastia,9.5832,42.771,Mullidae,Mullus,Mullus surmuletus,0.1111
2012-07-31,6,Marseille,5.2911,43.276,Sparidae,Pagellus,Pagellus erythrinus,0.1667
2012-08-14,6,Marseille,5.2911,43.276,Blenniidae,Aidablennius,Aidablennius sphynx,0.3333
2012-08-14,6,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,1
2012-08-14,6,Marseille,5.2911,43.276,Mullidae,Mullus,Mullus surmuletus,0.8333
2012-08-14,6,Marseille,5.2911,43.276,Pomacentridae,Chromis,Chromis chromis,0.3333
2012-08-15,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,NA,0.1111
2012-08-15,6,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,0.6667
2012-08-15,6,Marseille,5.2911,43.276,Mugilidae,NA,NA,1.1667
2012-08-16,9,Bastia,9.5832,42.771,Pomacentridae,Chromis,Chromis chromis,0.1111
2012-08-16,9,Bastia,9.5832,42.771,Scorpaenidae,Scorpaena,Scorpaena porcus,0.1111
2012-08-16,9,Leucate,3.0652,42.897,Blenniidae,NA,NA,0.3333
2012-08-16,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,2.7778
2012-08-16,9,Leucate,3.0652,42.897,Scorpaenidae,Scorpaena,Scorpaena scrofa,0.2222
2012-08-16,9,Leucate,3.0652,42.897,Syngnathidae,Syngnathus,NA,0.6667
2012-08-17,9,Bastia,9.5832,42.771,Atherinidae,Atherina,Atherina hepsetus,0.1111
2012-08-17,5,Bonifacio,9.1969,41.3631,Atherinidae,Atherina,Atherina hepsetus,0.8
2012-08-17,5,Bonifacio,9.1969,41.3631,Mugilidae,NA,NA,0.2
2012-08-17,8,Leucate,3.0652,42.897,Blenniidae,NA,NA,0.125
2012-08-17,8,Leucate,3.0652,42.897,Syngnathidae,Syngnathus,NA,0.125
2012-08-17,6,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,0.6667
2012-08-17,6,Marseille,5.2911,43.276,Mullidae,Mullus,Mullus surmuletus,0.5
2012-08-17,4,Port Vendres,3.1205,42.5228,Blenniidae,NA,NA,0.5
2012-08-17,5,Saint Florent,9.3122,42.7153,Atherinidae,Atherina,Atherina hepsetus,0.8
2012-08-17,5,Saint Florent,9.3122,42.7153,Sparidae,Spicara,NA,0.2
2012-08-18,5,Bonifacio,9.1969,41.3631,Atherinidae,Atherina,Atherina hepsetus,0.6
2012-08-18,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus barbatus,0.3333
2012-08-18,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.3333
2012-08-18,8,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,0.75
2012-08-18,8,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius sanguinolentus,0.125
2012-08-18,8,Marseille,5.2911,43.276,Pomacentridae,Chromis,Chromis chromis,0.375
2012-08-18,5,Port-Cros,6.4199,43.0062,Mugilidae,NA,NA,0.4
2012-08-18,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus barbatus,0.4
2012-08-18,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus surmuletus,22.4
2012-08-18,5,Saint Florent,9.3122,42.7153,Mugilidae,NA,NA,0.2
2012-08-18,5,Saint Florent,9.3122,42.7153,Pomacentridae,Chromis,Chromis chromis,0.2
2012-08-19,9,Bastia,9.5832,42.771,Atherinidae,Atherina,Atherina hepsetus,0.1111
2012-08-19,9,Leucate,3.0652,42.897,Anguillidae,Anguilla,Anguilla anguilla,0.1111
2012-08-19,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.1111
2012-08-19,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus barbatus,0.4444
2012-08-19,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,4.3333
2012-08-19,5,Port-Cros,6.4199,43.0062,Blenniidae,NA,NA,0.2
2012-08-19,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus surmuletus,1
2012-08-19,5,Saint Florent,9.3122,42.7153,Atherinidae,Atherina,Atherina hepsetus,42.2
2012-08-19,5,Saint Florent,9.3122,42.7153,Scorpaenidae,Scorpaena,Scorpaena porcus,0.2
2012-08-20,9,Bastia,9.5832,42.771,Atherinidae,Atherina,Atherina hepsetus,0.1111
2012-08-20,9,Bastia,9.5832,42.771,Pomacentridae,Chromis,Chromis chromis,0.2222
2012-08-20,5,Bonifacio,9.1969,41.3631,Atherinidae,Atherina,Atherina hepsetus,0.4
2012-08-20,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus barbatus,0.1111
2012-08-20,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,1.3333
2012-08-20,6,Marseille,5.2911,43.276,Mullidae,Mullus,Mullus surmuletus,0.3333
2012-08-20,5,Port Vendres,3.1205,42.5228,Mullidae,Mullus,Mullus surmuletus,0.2
2012-08-20,5,Port-Cros,6.4199,43.0062,Mugilidae,NA,NA,0.4
2012-08-20,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus surmuletus,0.8
2012-08-21,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius pilicornis,0.4
2012-08-21,5,Agde,3.4696,43.2474,Mullidae,Mullus,Mullus surmuletus,2.2
2012-08-21,9,Bastia,9.5832,42.771,Atherinidae,Atherina,Atherina hepsetus,0.2222
2012-08-21,9,Bastia,9.5832,42.771,Mullidae,Mullus,Mullus surmuletus,0.2222
2012-08-21,9,Leucate,3.0652,42.897,Blenniidae,NA,NA,0.2222
2012-08-21,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.8889
2012-08-21,9,Leucate,3.0652,42.897,Mullidae,Mullus,NA,0.1111
2012-08-21,9,Leucate,3.0652,42.897,Pomacentridae,Chromis,Chromis chromis,0.1111
2012-08-21,9,Leucate,3.0652,42.897,Syngnathidae,Hippocampus,Hippocampus hippocampus,0.1111
2012-08-21,10,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,0.6
2012-08-21,10,Marseille,5.2911,43.276,Mugilidae,NA,NA,0.5
2012-08-21,10,Marseille,5.2911,43.276,Mullidae,Mullus,Mullus surmuletus,0.1
2012-08-21,10,Marseille,5.2911,43.276,Pomacentridae,Chromis,Chromis chromis,0.4
2012-08-21,5,Port-Cros,6.4199,43.0062,Mugilidae,NA,NA,1
2012-08-21,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus barbatus,0.8
2012-08-21,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus surmuletus,0.2
2012-08-21,5,Port-Cros,6.4199,43.0062,Pomacentridae,Chromis,Chromis chromis,0.6
2012-08-21,5,Port-Cros,6.4199,43.0062,Scorpaenidae,Scorpaena,Scorpaena porcus,0.2
2012-08-22,5,Agde,3.4696,43.2474,Mullidae,Mullus,Mullus surmuletus,2
2012-08-22,9,Bastia,9.5832,42.771,Atherinidae,Atherina,Atherina hepsetus,0.2222
2012-08-22,9,Bastia,9.5832,42.771,Pomacentridae,Chromis,Chromis chromis,0.1111
2012-08-22,9,Bastia,9.5832,42.771,Scorpaenidae,Scorpaena,Scorpaena porcus,0.1111
2012-08-22,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.3333
2012-08-22,10,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,0.6
2012-08-22,10,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius sanguinolentus,0.2
2012-08-22,10,Marseille,5.2911,43.276,Mugilidae,NA,NA,0.6
2012-08-22,10,Marseille,5.2911,43.276,Mullidae,Mullus,Mullus surmuletus,0.1
2012-08-22,10,Marseille,5.2911,43.276,Pomacentridae,Chromis,Chromis chromis,0.5
2012-08-23,5,Agde,3.4696,43.2474,Mullidae,Mullus,Mullus surmuletus,2
2012-08-23,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.1111
2012-08-23,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.3333
2012-08-23,10,Marseille,5.2911,43.276,Blenniidae,Aidablennius,Aidablennius sphynx,0.1
2012-08-23,10,Marseille,5.2911,43.276,Mullidae,Mullus,Mullus surmuletus,0.1
2012-08-23,10,Marseille,5.2911,43.276,Pomacentridae,Chromis,Chromis chromis,0.2
2012-08-24,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius pilicornis,0.2
2012-08-24,5,Agde,3.4696,43.2474,Bothidae,Arnoglossus,Arnoglossus thori,0.4
2012-08-24,5,Agde,3.4696,43.2474,Mullidae,Mullus,Mullus surmuletus,2
2012-08-24,10,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,0.1
2012-08-28,10,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,0.1
2012-08-28,10,Marseille,5.2911,43.276,Pomacentridae,Chromis,Chromis chromis,0.3
2012-09-11,9,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,0.2222
2012-09-11,9,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius sanguinolentus,0.1111
2012-09-11,9,Marseille,5.2911,43.276,Pomacentridae,Chromis,Chromis chromis,0.3333
2012-09-11,9,Marseille,5.2911,43.276,Scorpaenidae,Scorpaena,Scorpaena porcus,0.2222
2012-09-14,10,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,0.1
2012-09-16,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius pilicornis,0.6
2012-09-16,5,Bonifacio,9.1969,41.3631,Atherinidae,Atherina,Atherina hepsetus,0.2
2012-09-16,5,Bonifacio,9.1969,41.3631,Blenniidae,Parablennius,Parablennius pilicornis,0.4
2012-09-16,5,Bonifacio,9.1969,41.3631,Pomacentridae,Chromis,Chromis chromis,1.2
2012-09-16,8,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.25
2012-09-16,8,Leucate,3.0652,42.897,Sparidae,Pagellus,Pagellus erythrinus,0.25
2012-09-16,5,Port Vendres,3.1205,42.5228,Blenniidae,Parablennius,Parablennius pilicornis,0.8
2012-09-16,5,Port Vendres,3.1205,42.5228,Sparidae,Diplodus,Diplodus vulgaris,0.8
2012-09-16,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus surmuletus,0.2
2012-09-16,5,Port-Cros,6.4199,43.0062,Pomacentridae,Chromis,Chromis chromis,2
2012-09-16,5,Saint Florent,9.3122,42.7153,Congridae,Conger,Conger conger,0.4
2012-09-16,5,Saint Florent,9.3122,42.7153,Pomacentridae,Chromis,Chromis chromis,0.2
2012-09-17,5,Agde,3.4696,43.2474,Anguillidae,Anguilla,Anguilla anguilla,0.2
2012-09-17,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,NA,0.1111
2012-09-17,5,Bonifacio,9.1969,41.3631,Atherinidae,Atherina,Atherina hepsetus,0.4
2012-09-17,5,Bonifacio,9.1969,41.3631,Mugilidae,NA,NA,0.2
2012-09-17,5,Bonifacio,9.1969,41.3631,Pomacentridae,Chromis,Chromis chromis,0.2
2012-09-17,5,Bonifacio,9.1969,41.3631,Scorpaenidae,Scorpaena,Scorpaena porcus,0.8
2012-09-17,4,Port Vendres,3.1205,42.5228,Blenniidae,Parablennius,Parablennius pilicornis,0.5
2012-09-17,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus surmuletus,5
2012-09-17,5,Port-Cros,6.4199,43.0062,Pomacentridae,Chromis,Chromis chromis,3.6
2012-09-18,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius pilicornis,0.4
2012-09-18,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius rouxi,0.1111
2012-09-18,5,Port-Cros,6.4199,43.0062,Mugilidae,NA,NA,0.2
2012-09-18,5,Port-Cros,6.4199,43.0062,Pomacentridae,Chromis,Chromis chromis,1
2012-09-19,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius pilicornis,0.4
2012-09-19,5,Agde,3.4696,43.2474,Syngnathidae,Hippocampus,Hippocampus hippocampus,0.2
2012-09-19,9,Bastia,9.5832,42.771,Atherinidae,Atherina,Atherina hepsetus,0.1111
2012-09-19,5,Bonifacio,9.1969,41.3631,Atherinidae,Atherina,Atherina hepsetus,0.2
2012-09-19,5,Bonifacio,9.1969,41.3631,Mullidae,Mullus,Mullus surmuletus,0.2
2012-09-19,5,Port-Cros,6.4199,43.0062,Atherinidae,Atherina,Atherina boyeri,0.2
2012-09-19,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus surmuletus,2.2
2012-09-21,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,NA,0.1111
2012-09-21,7,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.1429
2012-09-21,5,Port Vendres,3.1205,42.5228,Blenniidae,Parablennius,Parablennius pilicornis,0.6
2012-09-26,9,Leucate,3.0652,42.897,Anguillidae,Anguilla,Anguilla anguilla,0.1111
2012-09-26,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.2222
2012-09-26,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus barbatus,0.1111
2012-09-27,8,Leucate,3.0652,42.897,Syngnathidae,Nerophis,Nerophis maculatus,0.125
2012-10-14,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.2222
2012-10-14,9,Leucate,3.0652,42.897,Mugilidae,NA,NA,0.1111
2012-10-14,9,Leucate,3.0652,42.897,Sparidae,Pagellus,Pagellus erythrinus,0.1111
